date,chlorophyll
2014-01-03,3.11503267288208
2014-01-04,2.3973634243011475
2014-01-06,0.34208402037620544
2014-01-07,2.1537482738494873
2014-01-08,1.7249995470046997
2014-01-09,2.05723237991333
2014-01-10,0.8285189867019653
2014-01-11,0.6818444728851318
2014-01-12,2.014991044998169
2014-01-13,2.8145320415496826
2014-01-15,0.33431583642959595
2014-01-16,1.58499014377594
2014-01-17,2.3140716552734375
2014-01-18,3.608651638031006
2014-01-20,1.738764762878418
2014-01-21,2.0302000045776367
2014-01-22,5.136821269989014
2014-01-23,9.818334579467773
2014-01-24,3.470989227294922
2014-01-25,0.672099232673645
2014-01-26,1.1164135932922363
2014-01-27,1.547798991203308
2014-01-31,3.142396926879883
2014-02-01,1.5832786560058594
2014-02-02,0.8108178377151489
2014-02-03,0.29971250891685486
2014-02-06,3.45149564743042
2014-02-07,3.51082181930542
2014-02-09,1.2841715812683105
2014-02-10,1.424099087715149
2014-02-14,2.2254576683044434
2014-02-15,1.5693774223327637
2014-02-16,1.3856576681137085
2014-02-17,3.544912338256836
2014-02-18,1.7956329584121704
2014-02-19,1.4197198152542114
2014-02-20,0.22479289770126343
2014-02-21,0.21703679859638214
2014-02-22,0.39316171407699585
2014-02-23,0.4788324236869812
2014-02-24,1.6512795686721802
2014-02-25,0.9999037981033325
2014-02-27,1.2609845399856567
2014-02-28,3.5131397247314453
2014-03-01,1.164208173751831
2014-03-02,3.731253147125244
2014-03-07,0.15796497464179993
2014-03-08,1.4654736518859863
2014-03-09,2.8179965019226074
2014-03-10,1.5606340169906616
2014-03-11,1.7666486501693726
2014-03-12,2.08223032951355
2014-03-13,2.1525487899780273
2014-03-14,1.2635631561279297
2014-03-15,2.9200973510742188
2014-03-19,1.9098001718521118
2014-03-20,2.9479026794433594
2014-03-21,1.717377781867981
2014-03-22,1.8247610330581665
2014-03-23,0.15167562663555145
2014-03-24,4.062907695770264
2014-03-25,0.692622184753418
2014-03-26,2.397742509841919
2014-03-27,2.157871961593628
2014-03-28,0.42619067430496216
2014-03-31,1.9771080017089844
2014-04-01,1.5100675821304321
2014-04-02,1.1511160135269165
2014-04-03,0.6403223872184753
2014-04-04,0.6530351638793945
2014-04-05,8.96180248260498
2014-04-09,2.831378698348999
2014-04-10,2.0840210914611816
2014-04-11,0.815803050994873
2014-04-12,2.383284568786621
2014-04-13,2.3269009590148926
2014-04-14,1.3987444639205933
2014-04-16,2.9620985984802246
2014-04-17,1.7955081462860107
2014-04-21,3.7217342853546143
2014-04-22,1.8420015573501587
2014-04-23,1.1984145641326904
2014-04-24,1.7982676029205322
2014-04-25,0.372427374124527
2014-04-26,1.9474599361419678
2014-04-27,2.227393388748169
2014-05-01,0.32755911350250244
2014-05-03,3.315619468688965
2014-05-04,2.653733491897583
2014-05-05,0.7690038084983826
2014-05-06,2.9351460933685303
2014-05-07,2.760312795639038
2014-05-08,2.5579910278320312
2014-05-09,3.328730583190918
2014-05-10,2.9264564514160156
2014-05-12,2.811295509338379
2014-05-13,1.8161840438842773
2014-05-14,0.8937355279922485
2014-05-15,0.20978543162345886
2014-05-16,2.078165054321289
2014-05-17,1.6744375228881836
2014-05-18,0.6796081066131592
2014-05-19,2.0012640953063965
2014-05-20,1.5129426717758179
2014-05-21,1.3363767862319946
2014-05-22,0.9243919849395752
2014-05-23,0.7504249811172485
2014-05-24,1.6623455286026
2014-05-25,0.8588146567344666
2014-05-26,1.6245899200439453
2014-05-28,3.0598559379577637
2014-05-29,0.8564401865005493
2014-05-31,2.013082265853882
2014-06-01,1.7137701511383057
2014-06-02,1.7683595418930054
2014-06-03,1.264622688293457
2014-06-04,2.0205078125
2014-06-05,1.0449059009552002
2014-06-06,0.7424807548522949
2014-06-07,0.7489742040634155
2014-06-09,0.13143230974674225
2014-06-10,0.6642937660217285
2014-06-11,1.57075834274292
2014-06-12,0.2892717123031616
2014-06-13,0.9972913861274719
2014-06-14,0.9594681262969971
2014-06-16,1.0850615501403809
2014-06-17,0.7139462232589722
2014-06-18,1.5930448770523071
2014-06-19,1.0813366174697876
2014-06-20,0.5977396368980408
2014-06-21,0.9619735479354858
2014-06-23,2.0873465538024902
2014-06-24,0.20246216654777527
2014-06-25,0.4799858331680298
2014-06-26,1.449110746383667
2014-06-27,0.2487027645111084
2014-06-28,0.2898705303668976
2014-06-29,0.39367741346359253
2014-06-30,0.5144546031951904
2014-07-01,1.9425967931747437
2014-07-02,1.6926034688949585
2014-07-04,2.0872223377227783
2014-07-05,2.164418935775757
2014-07-06,0.6634455323219299
2014-07-07,1.3458445072174072
2014-07-09,0.19069306552410126
2014-07-12,1.3123500347137451
2014-07-13,1.0743769407272339
2014-07-14,0.8580284118652344
2014-07-18,2.0936660766601562
2014-07-19,0.13274191319942474
2014-07-20,0.887945294380188
2014-07-21,0.031028589233756065
2014-07-22,0.5777822732925415
2014-07-23,0.8464115262031555
2014-07-25,3.8222200870513916
2014-07-26,0.9467071294784546
2014-07-27,0.896231472492218
2014-07-28,6.102956295013428
2014-07-29,2.073112726211548
2014-07-30,1.1284043788909912
2014-07-31,0.08151400089263916
2014-08-05,1.7056211233139038
2014-08-06,0.5458333492279053
2014-08-07,0.08176214247941971
2014-08-10,0.4385964572429657
2014-08-11,1.0433553457260132
2014-08-12,2.1196162700653076
2014-08-13,3.3604021072387695
2014-08-14,2.1015167236328125
2014-08-15,1.5535485744476318
2014-08-16,3.4569895267486572
2014-08-17,0.6318496465682983
2014-08-18,3.2059271335601807
2014-08-19,0.849541187286377
2014-08-20,2.475597620010376
2014-08-21,0.43745577335357666
2014-08-22,0.23666387796401978
2014-08-23,0.9973965287208557
2014-08-24,0.34978052973747253
2014-08-25,0.24338938295841217
2014-08-26,2.058549404144287
2014-08-27,1.9130959510803223
2014-08-28,0.6724361181259155
2014-08-29,0.6317697167396545
2014-08-30,2.6141834259033203
2014-08-31,0.14645986258983612
2014-09-01,1.0744056701660156
2014-09-02,0.8919295072555542
2014-09-03,1.7770235538482666
2014-09-04,2.0608818531036377
2014-09-05,1.094266414642334
2014-09-06,2.3314948081970215
2014-09-07,0.5577124357223511
2014-09-09,0.019522693008184433
2014-09-10,2.9363574981689453
2014-09-11,1.0239036083221436
2014-09-12,0.6196485757827759
2014-09-13,0.8048073649406433
2014-09-14,0.03715360164642334
2014-09-15,0.47428765892982483
2014-09-16,2.9371113777160645
2014-09-17,1.1709506511688232
2014-09-18,0.7973808646202087
2014-09-19,7.2108235359191895
2014-09-21,1.569344162940979
2014-09-22,1.2417094707489014
2014-09-26,9.324005126953125
2014-09-27,3.2096190452575684
2014-09-28,0.8744000792503357
2014-09-30,3.0908710956573486
2014-10-01,3.404449701309204
2014-10-02,2.5374414920806885
2014-10-03,0.8919589519500732
2014-10-04,3.868605136871338
2014-10-05,1.8236274719238281
2014-10-06,2.1980879306793213
2014-10-08,2.342951774597168
2014-10-09,3.455793857574463
2014-10-10,1.884446620941162
2014-10-11,2.1811683177948
2014-10-12,1.3542063236236572
2014-10-13,0.9698570370674133
2014-10-14,1.714220643043518
2014-10-16,1.6147128343582153
2014-10-17,1.602062463760376
2014-10-18,1.6195533275604248
2014-10-19,2.174098491668701
2014-10-20,1.9455492496490479
2014-10-21,2.2803256511688232
2014-10-22,2.3108081817626953
2014-10-23,2.6516830921173096
2014-10-24,2.5830016136169434
2014-10-25,1.5625946521759033
2014-10-26,1.7249590158462524
2014-10-27,1.6716639995574951
2014-10-28,1.8794362545013428
2014-10-29,13.09847354888916
2014-10-30,2.765800714492798
2014-10-31,2.164987325668335
2014-11-01,0.10354416072368622
2014-11-02,2.384152889251709
2014-11-03,1.1982316970825195
2014-11-04,0.24631564319133759
2014-11-06,1.810402750968933
2014-11-07,1.5275405645370483
2014-11-08,2.3040223121643066
2014-11-09,7.039103031158447
2014-11-10,6.136702060699463
2014-11-11,0.82585608959198
2014-11-13,0.59910649061203
2014-11-15,4.8284759521484375
2014-11-16,0.20477083325386047
2014-11-17,0.3489938974380493
2014-11-18,2.234405040740967
2014-11-19,2.392505645751953
2014-11-20,2.021940231323242
2014-11-21,2.0001611709594727
2014-11-22,2.40700101852417
2014-11-24,0.8637120127677917
2014-11-27,1.7861449718475342
2014-11-28,3.2681570053100586
2014-11-29,1.0532985925674438
2014-11-30,1.8057690858840942
2014-12-01,2.0749781131744385
2014-12-02,1.2905774116516113
2014-12-03,0.6191686987876892
2014-12-04,3.1701478958129883
2014-12-05,0.3797970712184906
2014-12-07,0.9522594809532166
2014-12-08,2.0943167209625244
2014-12-10,3.703975200653076
2014-12-11,2.6972458362579346
2014-12-12,0.8614465594291687
2014-12-13,1.9657604694366455
2014-12-14,2.9846789836883545
2014-12-15,2.693316698074341
2014-12-16,1.156980037689209
2014-12-17,1.9233289957046509
2014-12-18,1.9732463359832764
2014-12-19,2.6587917804718018
2014-12-21,1.8365459442138672
2014-12-25,6.0965256690979
2014-12-26,1.964390754699707
2014-12-27,1.7489674091339111
2014-12-28,0.518500030040741
2014-12-29,0.14381049573421478
2014-12-31,2.5549392700195312
2015-01-01,3.542520761489868
2015-01-02,0.7749678492546082
2015-01-04,0.13176393508911133
2015-01-05,2.40024995803833
2015-01-06,1.709119200706482
2015-01-08,1.729115605354309
2015-01-09,3.9592695236206055
2015-01-10,1.8958303928375244
2015-01-11,0.7986845374107361
2015-01-14,0.17866283655166626
2015-01-16,2.426074266433716
2015-01-17,3.4311509132385254
2015-01-18,3.4155211448669434
2015-01-19,1.3669196367263794
2015-01-20,4.167602062225342
2015-01-21,2.5853419303894043
2015-01-22,0.622890830039978
2015-01-23,0.39059507846832275
2015-01-25,1.6126384735107422
2015-01-26,2.191671848297119
2015-01-27,1.8277125358581543
2015-01-28,2.7060763835906982
2015-01-29,0.2208372801542282
2015-01-30,2.5606579780578613
2015-01-31,3.418623924255371
2015-02-01,3.4322502613067627
2015-02-02,3.1455328464508057
2015-02-03,2.5549263954162598
2015-02-04,1.6494736671447754
2015-02-05,2.6718454360961914
2015-02-06,1.6529819965362549
2015-02-07,0.35943612456321716
2015-02-08,1.9332609176635742
2015-02-09,0.7858313918113708
2015-02-11,2.813788890838623
2015-02-12,1.942224144935608
2015-02-13,3.688258171081543
2015-02-14,2.13775634765625
2015-02-15,2.5945701599121094
2015-02-18,1.2703479528427124
